row_id,id,text,document_id,location_id,sentence_id,title,forename,surname,pubyear,gender,text_sentence,text_location,lat,lon,Fiction/Non fiction,Genre 1,Genre 2,2nd Author - FN,2nd Author - SN,2nd Author - Gen,location_focus,sentiment,sentiment_score,refined_sentiment,final_sentiment
51777,206040,Tron Church,230,6987,206040,"Memoirs of the life and writings of Thomas Chalmers, vol. 2", William,Hanna,1850-01-01,m,"Dr. Chalmers returned to Glasgow on Saturday the 27th December, and on the following day found a prodigious crowd awaiting his appearance in the Tron Church pulpit. His popularity as a preacher was now at its very highest summit, and judging merely by the amount of physical energy displayed by the preacher, and by the palpable and visible effects produced upon his hearers, we conclude that it was about this period, and within the walls of the Tron Church, that by far the most wonderful exhibitions of his power as a pulpit orator were witnessed. "" The Tron Church contains, if I mistake not/' says the Rev. Dr. ""Wardlaw, who, as frequently as he could, was a hearer in it, "" about 1400 hearers, according to the ordinary allowance of seat-room ; when crowded of course proportionally more.
    ",Tron Church,55.949965,-3.187833,,,,,,,TRUE,Positive,0.2,Neutral,Neutral
51780,206041,Tron Church,230,6987,206041,"Memoirs of the life and writings of Thomas Chalmers, vol. 2", William,Hanna,1850-01-01,m,"His popularity as a preacher was now at its very highest summit, and judging merely by the amount of physical energy displayed by the preacher, and by the palpable and visible effects produced upon his hearers, we conclude that it was about this period, and within the walls of the Tron Church, that by far the most wonderful exhibitions of his power as a pulpit orator were witnessed. "" The Tron Church contains, if I mistake not/' says the Rev. Dr. ""Wardlaw, who, as frequently as he could, was a hearer in it, "" about 1400 hearers, according to the ordinary allowance of seat-room ; when crowded of course proportionally more. And, though I cannot attempt any pictorial sketch of
    ",Tron Church,55.949965,-3.187833,,,,,,,TRUE,Positive,0.2,Neutral,Neutral
52107,207076,Edinburgh,231,91,207076,"Memoirs of the life and writings of Thomas Chalmers, vol. 4", William,Hanna,1852-01-01,m,"The discussion was fixed to be on Wednesday, and for several hours before the Assembly convened upon that day, the House was crowded in every corner. The days were past when the Edinburgh public suffered an
    ",Edinburgh,55.949428,-3.192704,non-fiction,travel,biography and autobiography,0,0,0,TRUE,Negative,0,Negative,Neutral
52698,209026,Botanic Gardens,235,1296,209026,The pilgrim's wallet, Gilbert,Haven,1866-01-01,m,"Still proceeding up High Street we reach the river Cherwell, spanned by a beautiful bridge. On the right are the Botanic Gardens, a luxurious park of flowers and trees ; on the left are the heavy walls of Magdalen. Looking back from this bridge, which is your first view if you come by carriage from London, you will confess the boast of its men is not unmerited.
    ",Botanic Gardens,55.96203,-3.185319,fiction,short stories,myths and legends,0,0,0,TRUE,Positive,0.2,Neutral,Neutral
52949,213089,Roslin Castle,240,12722,213089,Liber amoris, William Carew,Hazlitt,1823-01-01,m,"comfort I ever had, should turn to a mockery, and hang like an ugly film over the remainder of my days ! — I was at Roslin Castle yesterday. It lies low in a rude, but sheltered valley, hid from the vulgar gaze, and powerfully reminds one of the old song.
    ",Roslin Castle,55.852585,-3.160021,,,,,,,TRUE,Negative,-0.2,Negative,Negative
53041,214864,Princes Street,243,2898,214864,Burton Holmes travelogues, Burton,Holmes,1/1/1922,m,"be a beautiful memorial to Walter Scott. It is superbly placed; to right and left stretch long lovely gardens gay with flowers while from his seat beneath the graceful Gothic spire Sir Walter looks down upon the animate d panorama of Princes Street that prince of streets and proudest of all Edinburgh' s thoroughfares. It is one of the most characterful avenues in the world.
    ",Princes Street,55.9526,-3.193,fiction,historical fiction,0,0,0,0,TRUE,Positive,0.4,Positive,Positive
53053,214874,Calton Hill,243,188,214874,Burton Holmes travelogues, Burton,Holmes,1/1/1922,m,"eye a delightful diversity of silhouette. We may turn from the severe ""classicalities"" of Calton Hill to survey the charmingly quaint "" medievalities"" of the long ridge that rises toward and seems to culminate quite naturally in the grim and famous castle of the Scottish kings, superbly set upon the rocky summit.
    ",Calton Hill,55.9556726,-3.1824089,fiction,historical fiction,0,0,0,0,TRUE,Positive,0.3,Positive,Positive
53107,214936,Calton,243,1624,214936,Burton Holmes travelogues, Burton,Holmes,1/1/1922,m,"The thoughtful traveler will note with interest in the crowded old Calton Burying Ground, A the
    ",Calton,55.9561687,-3.1744939,fiction,historical fiction,0,0,0,0,TRUE,Positive,0.2,Positive,Positive
53463,215932,New Town,245,210,215932,Around the clock in Europe, Charles Fish,Howell,1/1/1912,m,"He must choose whether to spend his first hour in the New Town or the Old. If he remembers what Ruskin said he will fly from the New; but then he may go there, after all, if he recalls the opinion of the old skipper cited by Stevenson, whose most radiant conception of Paradise was ""the New Town of Edinburgh, with the wind the matter of a point free."" He must decide whether his present inclination is for latter-day city features, like conventional streets lined with substantial gray stone buildings looking all very much alike, for the fashion- ables of Charlotte Square and Moray Place and the bankers and brokers of St. Andrew Square, or the historic ground of crowded old High Street and the Castle and Holy rood.
    ",New Town,55.9583198,-3.1992422,fiction,historical fiction,0,0,0,0,TRUE,Positive,0.2,Positive,Positive
53467,215934,Charlotte Square,245,2222,215934,Around the clock in Europe, Charles Fish,Howell,1/1/1912,m,"If he remembers what Ruskin said he will fly from the New; but then he may go there, after all, if he recalls the opinion of the old skipper cited by Stevenson, whose most radiant conception of Paradise was ""the New Town of Edinburgh, with the wind the matter of a point free."" He must decide whether his present inclination is for latter-day city features, like conventional streets lined with substantial gray stone buildings looking all very much alike, for the fashion- ables of Charlotte Square and Moray Place and the bankers and brokers of St. Andrew Square, or the historic ground of crowded old High Street and the Castle and Holy rood. He would find in the New Town some old places, too, for it is one hundred and fifty years old,
    ",Charlotte Square,55.9522329,-3.2070063,fiction,historical fiction,0,0,0,0,TRUE,Positive,0.2,Neutral,Neutral
53469,215935,Moray Place,245,539,215935,Around the clock in Europe, Charles Fish,Howell,1/1/1912,m,"If he remembers what Ruskin said he will fly from the New; but then he may go there, after all, if he recalls the opinion of the old skipper cited by Stevenson, whose most radiant conception of Paradise was ""the New Town of Edinburgh, with the wind the matter of a point free."" He must decide whether his present inclination is for latter-day city features, like conventional streets lined with substantial gray stone buildings looking all very much alike, for the fashion- ables of Charlotte Square and Moray Place and the bankers and brokers of St. Andrew Square, or the historic ground of crowded old High Street and the Castle and Holy rood. He would find in the New Town some old places, too, for it is one hundred and fifty years old,
    ",Moray Place,55.9541541,-3.2090472,fiction,historical fiction,0,0,0,0,TRUE,Positive,0.2,Neutral,Neutral
53471,215936,High Street,245,205,215936,Around the clock in Europe, Charles Fish,Howell,1/1/1912,m,"If he remembers what Ruskin said he will fly from the New; but then he may go there, after all, if he recalls the opinion of the old skipper cited by Stevenson, whose most radiant conception of Paradise was ""the New Town of Edinburgh, with the wind the matter of a point free."" He must decide whether his present inclination is for latter-day city features, like conventional streets lined with substantial gray stone buildings looking all very much alike, for the fashion- ables of Charlotte Square and Moray Place and the bankers and brokers of St. Andrew Square, or the historic ground of crowded old High Street and the Castle and Holy rood. He would find in the New Town some old places, too, for it is one hundred and fifty years old,
    ",High Street,55.9501,-3.1882,fiction,historical fiction,0,0,0,0,TRUE,Positive,0.2,Neutral,Neutral
53473,215937,New Town,245,210,215937,Around the clock in Europe, Charles Fish,Howell,1/1/1912,m,"He must decide whether his present inclination is for latter-day city features, like conventional streets lined with substantial gray stone buildings looking all very much alike, for the fashion- ables of Charlotte Square and Moray Place and the bankers and brokers of St. Andrew Square, or the historic ground of crowded old High Street and the Castle and Holy rood. He would find in the New Town some old places, too, for it is one hundred and fifty years old,
    ",New Town,55.9583198,-3.1992422,fiction,historical fiction,0,0,0,0,TRUE,Positive,0.1,Neutral,Neutral
53605,216260,White Hill,245,18959,216260,Around the clock in Europe, Charles Fish,Howell,1/1/1912,m,"Just at hand, a portion of the old Erkerkapelle still stands in excellent preservation, and you could not find more beautiful Gothic windows in all Prague, nor finer canopied saints nor more richly sculptured coats of arms. Before this building — a place of hideous history — the best blood of the city was spilled after the fall of Bohemian independence at the fateful battle of the White Hill, three centuries ago, when twenty-seven nobles were butchered here on the scaffold. A dozen years passed, and again blood soaked this earth, with the stony-hearted Wallenstein executing eleven of his chief officers for alleged cowardice at the battle of Lutzen.
    ",White Hill,55.8919644,-3.256532,fiction,historical fiction,0,0,0,0,TRUE,Positive,0.5,Positive,Positive
53617,216606,St. Giles,245,202,216606,Around the clock in Europe, Charles Fish,Howell,1/1/1912,m,"musicians their Baker Street lodgings up Madame Tussaud' s way, the literary people their charming Kensington, and even the gay Italians are deserting the organ- grinding on Saffron Hill and the disorder of St. Giles — and all are rapidly moving on Leicester Square, Piccadilly Circus, and the Strand. There they will view the elaborate ballets according to their means; from the ""pit"" for a shilling, or from a grand circle ""stall"" for seven shillings sixpence, with another sixpence to the girl usher for a programme loaded with advertisements.
    ",St. Giles,55.9493396,-3.1905294,fiction,historical fiction,0,0,0,0,TRUE,Positive,0.4,Positive,Positive
53699,217510,Holyrood Palace,246,207,217510,Glances on the wing at foreign lands, James M.,Hoyt,1872-01-01,m,"On our way back, we went into Holyrood Palace. We saw the Royal Chapel, a very beautiful ruin.
    ",Holyrood Palace,55.952512,-3.173385,,,,,,,TRUE,Positive,0.5,Positive,Positive
53709,217522,Moray House,246,1444,217522,Glances on the wing at foreign lands, James M.,Hoyt,1872-01-01,m,"Qneensbury House, once the home of the beautiful Lady Catherine Hyde, the patroness of the poet Gay; and of whose wit and charms, Pope, Swift and Prior sang. Here too is the ""Moray House,"" where Oliver Cromwell lived, and in the winter of 1650, after the victory of Dunbar, held his public levees. Here too the eldest daughter of the Earl of Moray was married to the Earl of Argyll, who afterward perished by the hand of the executioner.
    ",Moray House,55.9497277,-3.179842,,,,,,,TRUE,Positive,0.3,Positive,Positive
53731,217573,Edinburgh,246,91,217573,Glances on the wing at foreign lands, James M.,Hoyt,1872-01-01,m,"We then came down from the castle, ancV on the way saw St. John's Free Church, where Dr. Guthrie preached; also where Dr. Ilanna preached and lectured on the life of Christ. We next saw James' Court, entering which by a long, narrow, dirty way, we saw the house in which Boswell lived, and where he entertained Dr. Johnson in his famous visit to Scotland, and where the elite of Edinburgh then paid court to the distinguished stranger. We next saw the royal residence of the Duke of Gordon, entered through a narrow passage, with a private connection with the Grass-market on the other side below the hill.
    ",Edinburgh,55.949428,-3.192704,,,,,,,TRUE,Negative,0,Negative,Neutral
53910,218931,EDINBURGH,248,91,218931,Literary landmarks of Edinburgh, Laurence,Hutton,1891-01-01,m,"24 LITERARY LANDMARKS OF EDINBURGH a waur man than he had been made a saint before."" He died in his new house in 1776 ; and he lies under an ugly round tower, which is supposed to be of classic form, in the Old Calton Burying-ground.
    ",Edinburgh,55.949428,-3.192704,,,,,,,TRUE,Negative,-0.1,Negative,Neutral
53913,218932,Tron Church,248,6987,218932,Literary landmarks of Edinburgh, Laurence,Hutton,1891-01-01,m,"He died in his new house in 1776 ; and he lies under an ugly round tower, which is supposed to be of classic form, in the Old Calton Burying-ground. There is no record of the place of Hume's birth, ex cept that it was in the "" Tron Church Parish, Edin burgh."" It is a curious coincidence that the man so closely associated with Hume as the historian of England should have lived for some time in a house directly opposite the house once occupied by Hume in the Canongate.
    ",Tron Church,55.949965,-3.187833,,,,,,,TRUE,Negative,-0.1,Negative,Neutral
54057,218999,Ramsay Place,248,24053,218999,Literary landmarks of Edinburgh, Laurence,Hutton,1891-01-01,m,"It has now but two stories (the gables that surmounted it have lately been removed) and a high and sloping roof, from which rises an enormous square chimney, that might pass in the frequent mists of the place for a cupola or a bell tower. The last years of Ramsay's life were passed in a straggling stucco house off the present Ramsay Place and Ramsay Gardens, standing now very much as Ramsay built it, with a little bit of green behind it, and all of the New Town of Edinburgh at its front; having from its windows a fine view of the Castle, of a long line of streets and spires, and of a beautiful stretch of open country. Architecturally it cannot be commended, but it is superbly placed, and it hardly merits the name "" Goose Pie,"" given it because of its peculiar shape by the would-be humorists of Ramsay's day.
    ",Ramsay Place,55.9541,-3.1144,,,,,,,TRUE,Positive,0.1,Neutral,Neutral
54060,219001,New Town,248,210,219001,Literary landmarks of Edinburgh, Laurence,Hutton,1891-01-01,m,"It has now but two stories (the gables that surmounted it have lately been removed) and a high and sloping roof, from which rises an enormous square chimney, that might pass in the frequent mists of the place for a cupola or a bell tower. The last years of Ramsay's life were passed in a straggling stucco house off the present Ramsay Place and Ramsay Gardens, standing now very much as Ramsay built it, with a little bit of green behind it, and all of the New Town of Edinburgh at its front; having from its windows a fine view of the Castle, of a long line of streets and spires, and of a beautiful stretch of open country. Architecturally it cannot be commended, but it is superbly placed, and it hardly merits the name "" Goose Pie,"" given it because of its peculiar shape by the would-be humorists of Ramsay's day.
    ",New Town,55.9583198,-3.1992422,,,,,,,TRUE,Positive,0.1,Neutral,Neutral
54063,219002,Edinburgh,248,91,219002,Literary landmarks of Edinburgh, Laurence,Hutton,1891-01-01,m,"It has now but two stories (the gables that surmounted it have lately been removed) and a high and sloping roof, from which rises an enormous square chimney, that might pass in the frequent mists of the place for a cupola or a bell tower. The last years of Ramsay's life were passed in a straggling stucco house off the present Ramsay Place and Ramsay Gardens, standing now very much as Ramsay built it, with a little bit of green behind it, and all of the New Town of Edinburgh at its front; having from its windows a fine view of the Castle, of a long line of streets and spires, and of a beautiful stretch of open country. Architecturally it cannot be commended, but it is superbly placed, and it hardly merits the name "" Goose Pie,"" given it because of its peculiar shape by the would-be humorists of Ramsay's day.
    ",Edinburgh,55.949428,-3.192704,,,,,,,TRUE,Positive,0.1,Neutral,Neutral
54084,219012,Queensberry House,248,7455,219012,Literary landmarks of Edinburgh, Laurence,Hutton,1891-01-01,m,"Johnson in his "" Lives of the Poets "" says nothing of Gay's Edinburgh experiences, but he certainly spent some time there, and tradition used to point out his lodgings in the upper story of a poor tenement opposite Queensberry House, not far from Jenny Ha's establishment. Queensberry House, No. 64 Canongate, is now a House of Ref uge for the Destitute. It is considerably altered in outward appearance, and is now an ugly, dark, unin viting pile of gray stone, with no attempt at orna mentation or architectural display.
    ",Queensberry House,55.9521569,-3.1757733,,,,,,,TRUE,Negative,-0.1,Negative,Neutral
54483,219199,Maitland Street,248,8734,219199,Literary landmarks of Edinburgh, Laurence,Hutton,1891-01-01,m,"It is recorded that Scott spent much time with him one summer at his house in Melville Street, Portobello. He was at No. 23 Maitland Street, a few doors from Athol Crescent, in 18 18, and a letter of his to Hogg was addressed from No. 25 Northumberland Street in 1821 ; but in his own correspondence, and in that of his friends, and in the printed gossip of his contem poraries, no hint is given as to any other of his local habitations. Naturally he was often in Scott's vari ous houses, and a guest at all of the tables of all of the men of his own charming coterie.
    ",Maitland Street,55.9437,-3.0704,,,,,,,TRUE,Positive,0.2,Neutral,Neutral
54486,219201,Northumberland Street,248,6775,219201,Literary landmarks of Edinburgh, Laurence,Hutton,1891-01-01,m,"It is recorded that Scott spent much time with him one summer at his house in Melville Street, Portobello. He was at No. 23 Maitland Street, a few doors from Athol Crescent, in 18 18, and a letter of his to Hogg was addressed from No. 25 Northumberland Street in 1821 ; but in his own correspondence, and in that of his friends, and in the printed gossip of his contem poraries, no hint is given as to any other of his local habitations. Naturally he was often in Scott's vari ous houses, and a guest at all of the tables of all of the men of his own charming coterie.
    ",Northumberland Street,55.9568,-3.1994,,,,,,,TRUE,Positive,0.2,Neutral,Neutral
54753,219316,Edinburgh,248,91,219316,Literary landmarks of Edinburgh, Laurence,Hutton,1891-01-01,m,"70 LITERARY LANDMARKS OF EDINBURGH ments,"" "" Modern Flirtations,"" and many other books, who lies in the church-yard of St. John's; and Dr. John Brown, "" the Landseer of Literature,"" who lived for many years at 23 Rutland Street, and who rests now in the New Calton Cemetery, Regent's Road. Long before the present writer had the good fortune to know Dr. Brown and his dogs John Brown . , . - ,, , , in their own home, he has followed them through the streets of Edinburgh and into the book shops, for the simple privilege of patting "" Dick "" or "" John Pym "" upon the head, and of getting a kindly glance therefor from their devoted and gentle friend. All of the men of letters from either side of the Bor der, from either side of the North Sea, and from either side of the Atlantic, who knew Edinburgh in Dr. Brown's time, knew well that house in Rutland Street, and loved well its master; and by no more beautiful road and in no more delightful society can we leave Edinburgh — in these pages — than by the Dean Road, and with Thackeray and Dr. Brown.
    ",Edinburgh,55.949428,-3.192704,,,,,,,TRUE,Positive,0.3,Positive,Positive
54756,219318,Edinburgh,248,91,219318,Literary landmarks of Edinburgh, Laurence,Hutton,1891-01-01,m,"Long before the present writer had the good fortune to know Dr. Brown and his dogs John Brown . , . - ,, , , in their own home, he has followed them through the streets of Edinburgh and into the book shops, for the simple privilege of patting "" Dick "" or "" John Pym "" upon the head, and of getting a kindly glance therefor from their devoted and gentle friend. All of the men of letters from either side of the Bor der, from either side of the North Sea, and from either side of the Atlantic, who knew Edinburgh in Dr. Brown's time, knew well that house in Rutland Street, and loved well its master; and by no more beautiful road and in no more delightful society can we leave Edinburgh — in these pages — than by the Dean Road, and with Thackeray and Dr. Brown. "" It was a lovely Sunday evening"" — the words are Dr. Brown's own — ""such a sunset as one never forgets; a rich dark bar of cloud hovered over the sun, going down behind the Highland hills, lying bathed in amethystine bloom; between this cloud and the hills there was a narrow slip of the pure ether, of a tender cowslip color, lucid, and, as if it were the very body of heaven in its clearness ; every object standing out as if etched upon the sky.
    ",Edinburgh,55.949428,-3.192704,,,,,,,TRUE,Positive,0.2,Positive,Positive
54759,219319,Rutland Street,248,16323,219319,Literary landmarks of Edinburgh, Laurence,Hutton,1891-01-01,m,"Long before the present writer had the good fortune to know Dr. Brown and his dogs John Brown . , . - ,, , , in their own home, he has followed them through the streets of Edinburgh and into the book shops, for the simple privilege of patting "" Dick "" or "" John Pym "" upon the head, and of getting a kindly glance therefor from their devoted and gentle friend. All of the men of letters from either side of the Bor der, from either side of the North Sea, and from either side of the Atlantic, who knew Edinburgh in Dr. Brown's time, knew well that house in Rutland Street, and loved well its master; and by no more beautiful road and in no more delightful society can we leave Edinburgh — in these pages — than by the Dean Road, and with Thackeray and Dr. Brown. "" It was a lovely Sunday evening"" — the words are Dr. Brown's own — ""such a sunset as one never forgets; a rich dark bar of cloud hovered over the sun, going down behind the Highland hills, lying bathed in amethystine bloom; between this cloud and the hills there was a narrow slip of the pure ether, of a tender cowslip color, lucid, and, as if it were the very body of heaven in its clearness ; every object standing out as if etched upon the sky.
    ",Rutland Street,55.9495,-3.2081,,,,,,,TRUE,Positive,0.2,Positive,Positive
54762,219320,Edinburgh,248,91,219320,Literary landmarks of Edinburgh, Laurence,Hutton,1891-01-01,m,"Long before the present writer had the good fortune to know Dr. Brown and his dogs John Brown . , . - ,, , , in their own home, he has followed them through the streets of Edinburgh and into the book shops, for the simple privilege of patting "" Dick "" or "" John Pym "" upon the head, and of getting a kindly glance therefor from their devoted and gentle friend. All of the men of letters from either side of the Bor der, from either side of the North Sea, and from either side of the Atlantic, who knew Edinburgh in Dr. Brown's time, knew well that house in Rutland Street, and loved well its master; and by no more beautiful road and in no more delightful society can we leave Edinburgh — in these pages — than by the Dean Road, and with Thackeray and Dr. Brown. "" It was a lovely Sunday evening"" — the words are Dr. Brown's own — ""such a sunset as one never forgets; a rich dark bar of cloud hovered over the sun, going down behind the Highland hills, lying bathed in amethystine bloom; between this cloud and the hills there was a narrow slip of the pure ether, of a tender cowslip color, lucid, and, as if it were the very body of heaven in its clearness ; every object standing out as if etched upon the sky.
    ",Edinburgh,55.949428,-3.192704,,,,,,,TRUE,Positive,0.2,Positive,Positive
54782,219573,Edinburgh,249,91,219573,Twelve thousand miles over land and sea, William,Hutton,1878-01-01,m,"Edinburgh is, unquestionably, a beautiful city. It is built upon a number of hills; and the relative position of the structures, and the varyiiAg style of architecture, present a scene exceedingly picturesque.
    ",Edinburgh,55.949428,-3.192704,non-fiction,travel,0,0,0,0,TRUE,Positive,0.3,Positive,Positive
54824,219611,Roslin Chapel,249,1547,219611,Twelve thousand miles over land and sea, William,Hutton,1878-01-01,m,"There are several beautiful windows. The tracery in stone, is the finest we have yet seen ; and, excels that of any other Scottish ruin, except that of Roslin Chapel.
    ",Roslin Chapel,55.855372,-3.15988,non-fiction,travel,0,0,0,0,TRUE,Positive,0.2,Positive,Positive
54830,219755,Lord Nelson,249,3314,219755,Twelve thousand miles over land and sea, William,Hutton,1878-01-01,m,"The Cathedral contains several beautiful monuments; and many illustrious men, — poets, philosophers, soldiers, and sailors, have found in St. Paul's their last resting-place. Here are the tombs of the Duke of Wellington, Lord Nelson, Sir Joshua Reynolds, and Benjamin West.
    ",Lord Nelson,55.9738045,-3.1858283,non-fiction,travel,0,0,0,0,TRUE,Positive,0.3,Positive,Positive
54891,220431,Old Town,250,90,220431,The charm of Edinburgh, Alfred Henry,Hyatt,1/1/1908,m,"High in air a bridge of lights leaps the chasm ; a few emerald lamps, like glow-worms, are moving silently about in the railway station below ; a solitary crimson one is at rest. That ridged and chimneyed bulk of blackness, with splendour bursting out at every pore, is the wonderful Old Town, where Scottish history mainly transacted itself ; while, opposite, the modern Princes Street is blazing throughout its length. During the day the Castle looks down upon the city as if out of another world ; stern with all its peacefulness, its garniture of trees, its slopes of grass.
    ",Old Town,55.9471293,-3.2002511,,,,,,,TRUE,Positive,0.1,Neutral,Neutral
54894,220432,Princes Street,250,528,220432,The charm of Edinburgh, Alfred Henry,Hyatt,1/1/1908,m,"High in air a bridge of lights leaps the chasm ; a few emerald lamps, like glow-worms, are moving silently about in the railway station below ; a solitary crimson one is at rest. That ridged and chimneyed bulk of blackness, with splendour bursting out at every pore, is the wonderful Old Town, where Scottish history mainly transacted itself ; while, opposite, the modern Princes Street is blazing throughout its length. During the day the Castle looks down upon the city as if out of another world ; stern with all its peacefulness, its garniture of trees, its slopes of grass.
    ",Princes Street,55.9511,-3.2014,,,,,,,TRUE,Positive,0.1,Neutral,Neutral
54927,220447,Princes Street Gardens,250,2897,220447,The charm of Edinburgh, Alfred Henry,Hyatt,1/1/1908,m,"rise, at high noon, in the tender twilight time, or when the pale moon visits it, it is alike beautiful ; but I think the view of it which will linger longest in my memory is that I had one afternoon when I sat on a green bank in the Princes Street Gardens. The sun sank lower and lower, until at last the valley was in shadow, while all the sunset glow and glory rested on the grey old Castle, making its windows flame like opals.
    ",Princes Street Gardens,55.9497435,-3.2019502,,,,,,,TRUE,Positive,0.1,Neutral,Neutral
55011,220502,Leith,250,212,220502,The charm of Edinburgh, Alfred Henry,Hyatt,1/1/1908,m,"The English who have never crossed the Tweed, imagine erroneously that the Scotch ladies are not remarkable for personal attractions : but I declare with a safe conscience, I never saw so many handsome ladies together as were assembled on this occasion. At the Leith races the best company comes hither from the remoter provinces, so that, I suppose, we had all the beauty of the kingdom concentrated, as it were, into one focus ; which was indeed so vehement that my heart could hardly resist its power. Between friends, it has sustained some damage from the bright eyes of the charming Miss Renton, whom I had the honour to dance with at the ball.
    ",Leith,55.9757865,-3.1680197,,,,,,,TRUE,Positive,0.2,Positive,Positive
55161,220570,Old Town,250,90,220570,The charm of Edinburgh, Alfred Henry,Hyatt,1/1/1908,m,"The city, as an entity, does not stimulate like London, the present moment is not nearly so intense, life does not roar and chafe it murmurs only ; and this interest of the hour, mingled with something of the quietude of distance and the past which is the spiritual atmosphere of the city is the most favourable of all conditions for intellectual work or intellectual enjoyment. You have libraries you have the society of cultivated men and women you have the eye constantly fed by beauty the Old Town, jagged, picturesque, piled up ; and the airy, open, coldly-sunny, unhurried, uncrowded streets of the New Town and, above all, you can ' sport your oak,' as they say at Cambridge, and be quit of the world, the gossip, and the dun. In Edinburgh you do not require to create quiet for yourself ; you can have it ready-made.
    ",Old Town,55.9471293,-3.2002511,,,,,,,TRUE,Positive,0.1,Neutral,Neutral
55164,220571,New Town,250,210,220571,The charm of Edinburgh, Alfred Henry,Hyatt,1/1/1908,m,"The city, as an entity, does not stimulate like London, the present moment is not nearly so intense, life does not roar and chafe it murmurs only ; and this interest of the hour, mingled with something of the quietude of distance and the past which is the spiritual atmosphere of the city is the most favourable of all conditions for intellectual work or intellectual enjoyment. You have libraries you have the society of cultivated men and women you have the eye constantly fed by beauty the Old Town, jagged, picturesque, piled up ; and the airy, open, coldly-sunny, unhurried, uncrowded streets of the New Town and, above all, you can ' sport your oak,' as they say at Cambridge, and be quit of the world, the gossip, and the dun. In Edinburgh you do not require to create quiet for yourself ; you can have it ready-made.
    ",New Town,55.9583198,-3.1992422,,,,,,,TRUE,Positive,0.1,Neutral,Neutral
55167,220573,Edinburgh,250,91,220573,The charm of Edinburgh, Alfred Henry,Hyatt,1/1/1908,m,"You have libraries you have the society of cultivated men and women you have the eye constantly fed by beauty the Old Town, jagged, picturesque, piled up ; and the airy, open, coldly-sunny, unhurried, uncrowded streets of the New Town and, above all, you can ' sport your oak,' as they say at Cambridge, and be quit of the world, the gossip, and the dun. In Edinburgh you do not require to create quiet for yourself ; you can have it ready-made. Life is leisurely ; but it is not the leisure of a village, arising from a deficiency of ideas and motives it is the leisure of a city reposing grandly on tradition and history, which has done its work, which does not require to weave its own clothing, to dig its own coals, to smelt its own iron.
    ",Edinburgh,55.949428,-3.192704,,,,,,,TRUE,Positive,0.3,Positive,Positive
55245,220607,Edinburgh,250,91,220607,The charm of Edinburgh, Alfred Henry,Hyatt,1/1/1908,m,"Edinburgh is really a very interesting place, to me very singular. How can I describe the view from the hill that overlooks the palace ; the fine group of buildings which form the castle ; the bridges, uniting the two towns ; and the beautiful view of the Firth and its islands ?
    ",Edinburgh,55.949428,-3.192704,,,,,,,TRUE,Positive,0.5,Positive,Positive
55431,220724,Calton Hill,250,188,220724,The charm of Edinburgh, Alfred Henry,Hyatt,1/1/1908,m,"From the summit of Calton Hill, there is a prospect unequalled by any to be seen from the midst of a great city. Westward lies the Forth, and beyond it, dimly blue, the far away Highland hills ; eastward, rise the bold contours of Arthur's Seat, and the rugged crags of the Castle Rock, with the grey Old Town of Edinburgh ; while, far below, from a maze of crowded thoroughfares, the hoarse murmur of the toil of a polity of energetic men is borne upon the ear.
    ",Calton Hill,55.9556726,-3.1824089,,,,,,,TRUE,Positive,0.2,Positive,Positive
55437,220726,Arthur's Seat,250,7255,220726,The charm of Edinburgh, Alfred Henry,Hyatt,1/1/1908,m,"From the summit of Calton Hill, there is a prospect unequalled by any to be seen from the midst of a great city. Westward lies the Forth, and beyond it, dimly blue, the far away Highland hills ; eastward, rise the bold contours of Arthur's Seat, and the rugged crags of the Castle Rock, with the grey Old Town of Edinburgh ; while, far below, from a maze of crowded thoroughfares, the hoarse murmur of the toil of a polity of energetic men is borne upon the ear. At times, a man may be as solitary here as in a veritable wilderness ; and may meditate undisturbedly upon the epitome of nature and of man the kingdoms of this world spread out before him.
    ",Arthur's Seat,55.942952,-3.160079,,,,,,,TRUE,Positive,0.2,Positive,Positive
55440,220728,Old Town,250,90,220728,The charm of Edinburgh, Alfred Henry,Hyatt,1/1/1908,m,"From the summit of Calton Hill, there is a prospect unequalled by any to be seen from the midst of a great city. Westward lies the Forth, and beyond it, dimly blue, the far away Highland hills ; eastward, rise the bold contours of Arthur's Seat, and the rugged crags of the Castle Rock, with the grey Old Town of Edinburgh ; while, far below, from a maze of crowded thoroughfares, the hoarse murmur of the toil of a polity of energetic men is borne upon the ear. At times, a man may be as solitary here as in a veritable wilderness ; and may meditate undisturbedly upon the epitome of nature and of man the kingdoms of this world spread out before him.
    ",Old Town,55.9471293,-3.2002511,,,,,,,TRUE,Positive,0.2,Positive,Positive
